2025-02-15 07:37:28,946 INFO    MainThread:210929 [wandb_setup.py:_flush():68] Current SDK version is 0.19.1
2025-02-15 07:37:28,948 INFO    MainThread:210929 [wandb_setup.py:_flush():68] Configure stats pid to 210929
2025-02-15 07:37:28,948 INFO    MainThread:210929 [wandb_setup.py:_flush():68] Loading settings from /root/.config/wandb/settings
2025-02-15 07:37:28,948 INFO    MainThread:210929 [wandb_setup.py:_flush():68] Loading settings from /output/NEW/wandb/settings
2025-02-15 07:37:28,948 INFO    MainThread:210929 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-02-15 07:37:28,948 INFO    MainThread:210929 [wandb_init.py:_log_setup():528] Logging user logs to /output/NEW/wandb/run-20250215_073728-x5kqm2pb/logs/debug.log
2025-02-15 07:37:28,948 INFO    MainThread:210929 [wandb_init.py:_log_setup():529] Logging internal logs to /output/NEW/wandb/run-20250215_073728-x5kqm2pb/logs/debug-internal.log
2025-02-15 07:37:28,948 INFO    MainThread:210929 [wandb_init.py:init():644] calling init triggers
2025-02-15 07:37:28,949 INFO    MainThread:210929 [wandb_init.py:init():650] wandb.init called with sweep_config: {}
config: {}
2025-02-15 07:37:28,949 INFO    MainThread:210929 [wandb_init.py:init():680] starting backend
2025-02-15 07:37:28,949 INFO    MainThread:210929 [wandb_init.py:init():684] sending inform_init request
2025-02-15 07:37:28,962 INFO    MainThread:210929 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-02-15 07:37:28,963 INFO    MainThread:210929 [wandb_init.py:init():697] backend started and connected
2025-02-15 07:37:28,990 INFO    MainThread:210929 [wandb_init.py:init():790] updated telemetry
2025-02-15 07:37:28,991 INFO    MainThread:210929 [wandb_init.py:init():822] communicating run to backend with 90.0 second timeout
2025-02-15 07:37:29,582 INFO    MainThread:210929 [wandb_init.py:init():874] starting run threads in backend
2025-02-15 07:37:29,693 INFO    MainThread:210929 [wandb_run.py:_console_start():2374] atexit reg
2025-02-15 07:37:29,693 INFO    MainThread:210929 [wandb_run.py:_redirect():2224] redirect: wrap_raw
2025-02-15 07:37:29,693 INFO    MainThread:210929 [wandb_run.py:_redirect():2289] Wrapping output streams.
2025-02-15 07:37:29,693 INFO    MainThread:210929 [wandb_run.py:_redirect():2314] Redirects installed.
2025-02-15 07:37:29,697 INFO    MainThread:210929 [wandb_init.py:init():916] run started, returning control to user process
2025-02-15 07:37:55,378 WARNING MsgRouterThr:210929 [router.py:message_loop():75] message_loop has been closed
